Tred_0,Tred_0_1,Tred_0_2,Tred_0_3,Tred_0_4,Tred_0_5,Tred_0_6,Tred_0_7,Tred_0_8,Tred_0_9,Tred_1,Dred_0,Dred_0_1,Dred_0_2,Dred_0_3,Dred_0_4,Dred_0_5,Dred_0_6,Dred_0_7,Dred_0_8,Dred_0_9,Dred_1,SMILES_part1,SMILES_part2
132.86,124.4020579,115.6077696,106.477135,97.01015433,87.20682743,77.06715433,66.59113504,55.77876956,44.63005788,33.145,10.85,10.99584688,11.18850609,11.43276189,11.73503677,12.10384779,12.55046997,13.08991192,13.74237862,14.53552042,15.508,[HH],[C-]#[O+]
150.687,135.108866,120.3804952,106.5018874,93.47304275,81.2939612,69.96464275,59.48508741,49.85529517,41.07526603,33.145,13.40742965,13.59560198,13.78819995,13.98537474,14.18728441,14.39409433,14.60597752,14.82311521,15.04569722,15.27392258,15.508,[HH],[Ar]
154.599,138.4416529,123.1758496,108.8015901,95.31887435,82.72770244,71.02807435,60.21999005,50.30344956,41.27845288,33.145,13.342189,13.53548594,13.73347649,13.93632622,14.14420851,14.35730497,14.57580598,14.7999112,15.02983011,15.26578268,15.508,[HH],O=O
305.322,284.0160485,260.4616465,235.0442798,208.1277712,180.055782,151.1531887,121.7273497,92.06927006,62.45467507,33.145,6.856886685,7.149513242,7.529541838,8.005489465,8.589603677,9.298006176,10.15081624,11.17197381,12.38825572,13.82657245,15.508,[HH],CC
304.1282,280.4428208,255.2602535,228.8811063,201.5915457,173.6641532,145.3587221,116.9229985,88.5933717,60.59551794,33.145,10.6249063,10.58493565,10.70397387,10.9584272,11.33402618,11.82121397,12.41174522,13.0955757,13.85755899,14.67380522,15.508,[HH],O=C=O
373.1,322.5592266,275.6951805,232.507862,192.9972708,157.1634071,125.0062708,96.52586197,71.72218055,50.59522656,33.145,10.19,10.57542218,10.98547713,11.4224844,11.88906005,12.38816532,12.92316537,13.49790029,14.11677167,14.78484882,15.508,[HH],S
369.89,345.9461924,319.8400087,291.5714489,261.140513,228.5472011,193.791513,156.8734489,117.7930087,76.55019239,33.145,5,5.382259644,5.822884567,6.336258102,6.941910305,7.667046072,8.550725803,9.651112956,11.05877891,12.9229273,15.508,[HH],CCC
407.81,370.3209236,332.8368642,295.3578217,257.8837963,220.4147878,182.9507963,145.4918217,108.0378642,70.5889236,33.145,3.879756788,4.197289386,4.570629612,5.015904707,5.556118181,6.225251918,7.075702698,8.192710786,9.724875729,11.95646135,15.508,[HH],CC(C)C
425.125,398.2975991,368.7211762,336.3957313,301.3212644,263.4977754,222.9252644,179.6037313,133.5331762,84.71359914,33.145,3.922769613,4.203534428,4.536794883,4.938354851,5.431092464,6.04941561,6.847570253,7.916343029,9.420056275,11.68992115,15.508,[HH],CCCC
460.35,417.6034278,374.8626493,332.1276648,289.398474,246.6750771,203.957474,161.2456648,118.5396493,75.83942775,33.145,3.271,3.554309409,3.890524863,4.295989,4.79454803,5.422416646,6.237391839,7.337745208,8.905172067,11.317164,15.508,[HH],CCC(C)C
469.659,425.982673,382.3118854,338.646637,294.986928,251.3327584,207.684128,164.041037,120.4034854,76.77147301,33.145,3.25991,3.541411186,3.875602457,4.278803315,4.774848596,5.399977457,6.212109747,7.309911059,8.876268971,11.29253951,15.508,[HH],CCCCC
507.82,482.218659,451.7581716,416.4385377,376.2597573,331.2218306,281.3247573,226.5685377,166.9531716,102.478659,33.145,2.706,2.948624862,3.239273301,3.593769297,4.035746725,4.602145731,5.354111329,6.40070236,7.957257773,10.51656317,15.508,[HH],CCCCCC
540.2,514.224397,482.7532614,445.7865931,403.3243921,355.3666584,301.9133921,242.9645931,178.5202614,108.580397,33.145,2.33,2.573992962,2.867346033,3.22639061,3.675532882,4.252946193,5.021868919,6.095212392,7.696242399,10.33697619,15.508,[HH],CCCCCCC
647.096,550.8404524,462.3316709,381.5696556,308.5544064,243.2859233,185.7642064,135.9892556,93.96107091,59.67965239,33.145,17.873728,17.61079643,17.35427233,17.10393288,16.85956539,16.62096671,16.38794271,16.1603078,15.93788444,15.72050273,15.508,[HH],O
568.74,515.1723671,461.6065415,408.0425232,354.4803123,300.9199086,247.3613123,193.8045232,140.2495415,86.6963671,33.145,2.031,2.22700483,2.464144979,2.756884275,3.127367743,3.611301213,4.270207857,5.219911153,6.707402442,9.369854186,15.508,[HH],CCCCCCCC
594.55,538.3752371,482.2080882,426.0485533,369.8966323,313.7523253,257.6156323,201.4865533,145.3650882,89.25123712,33.145,1.81,1.987182765,2.202322128,2.469076027,2.808548192,3.255162744,3.86914285,4.766251838,6.201005167,8.863495637,15.508,[HH],CCCCCCCCC
617.7,593.3370961,563.3897107,527.1749521,483.9760878,433.0404216,373.5770092,304.7541976,225.6969721,135.4840924,33.145,1.64,1.902824258,2.212179924,2.573269856,2.991042407,3.472844068,4.03771088,4.743300543,5.769776231,7.785460676,15.508,[HH],CCCCCCCCCC
289.733,261.3209945,233.7709235,207.0827871,181.2565853,156.292318,132.1899853,108.9495871,86.57112352,65.05459448,44.4,8.4,8.968338821,9.573287895,10.23168418,10.97101861,11.83540185,12.89656685,14.2761759,16.19608251,19.10800301,24.1,[Ne],[Xe]
154.599,151.4505998,148.3955064,145.4244083,142.5279728,139.6968465,136.9216548,134.1930018,131.5014706,128.8376232,126.192,13.342189,13.10449691,12.87150945,12.64332277,12.42000819,12.20161475,11.98817152,11.77968975,11.57616492,11.37757856,11.1839,N#N,O=O
282.35,265.1653718,248.329372,231.8420008,215.703258,199.9131438,184.471658,169.3788008,154.634572,140.2389718,126.192,7.63676598,7.831352525,8.049044063,8.292908333,8.566655522,8.874808238,9.222929246,9.617931161,10.06850458,10.58572105,11.1839,N#N,C=C
373.1,341.1151928,310.6884447,281.8434722,254.6039029,228.9932758,205.035042,182.7525647,162.1691203,143.3078977,126.192,10.19,9.99800689,9.812520268,9.652067176,9.534278707,9.47718549,9.501319437,9.633049436,9.910222115,10.39265357,11.1839,N#N,S
369.89,347.6885263,324.9606248,301.7230747,277.9926192,253.7859659,229.1197866,204.0107174,178.475359,152.5302766,126.192,5,5.288936467,5.606769305,5.960901162,6.361386372,6.822114661,7.362706564,8.011680859,8.812019873,9.831558783,11.1839,N#N,CCC
405.56,369.4479097,335.1525505,302.6739226,272.0120258,243.1668602,216.1384258,190.9267226,167.5317505,145.9535097,126.192,13.696,13.08491756,12.58805014,12.18565874,11.86329056,11.610314,11.41895465,11.2836543,11.20064685,11.16768787,11.1839,N#N,N
400.378,372.6349624,344.964022,317.3651789,289.838433,262.3837844,235.001233,207.6907789,180.452422,153.2861624,126.192,5.94,6.273496865,6.636319669,7.032064047,7.464902725,7.939702061,8.462167416,9.039025917,9.678258192,10.3893949,11.1839,N#N,COC
407.81,383.7372733,358.8880065,333.2131412,306.6633384,279.1889767,250.74015,221.2666657,190.7180427,159.0435091,126.192,3.879756788,4.152294875,4.462647783,4.820498314,5.239155829,5.737407529,6.342633218,7.096319395,8.064447478,9.358652205,11.1839,N#N,CC(C)C
425.125,399.7766281,373.5238397,346.3273512,318.1477062,288.9452748,258.6802525,227.3126592,194.8023384,161.1089561,126.192,3.922769613,4.168426335,4.452731143,4.785770095,5.181446221,5.659474718,6.248775859,6.993558966,7.964966879,9.285275392,11.1839,N#N,CCCC
460.35,434.0925633,406.2443791,376.8054476,345.7757687,313.1553424,278.9441687,243.1422476,205.7495791,166.7661633,126.192,3.271,3.507679965,3.784469128,4.112445779,4.507183199,4.991286754,5.598868091,6.383933462,7.437362988,8.924858423,11.1839,N#N,CCC(C)C
469.659,443.8686176,416.1768312,386.583641,355.0890468,321.6930488,286.3956468,249.196841,210.0966312,169.0950176,126.192,3.25991,3.525884694,3.834517383,4.196854548,4.628113027,5.149852959,5.793667425,6.607786433,7.669688047,9.112230737,11.1839,N#N,CCCCC
511.72,475.7252526,440.2769673,404.9879789,369.4545813,333.2556338,295.9516105,257.0835858,216.1721516,172.7162623,126.192,3.92,4.187728408,4.467881494,4.7674928,5.098877898,5.482523402,5.95242614,6.56711475,7.435175627,8.783589031,11.1839,N#N,C1CCCC1
507.82,479.6973474,449.343551,416.7586106,381.9425264,344.8952984,305.6169264,264.1074106,220.366751,174.3949474,126.192,2.706,2.917558447,3.167712988,3.468036352,3.835242825,4.294400377,4.884894713,5.672354027,6.774873861,8.428546196,11.1839,N#N,CCCCCC
514.71,490.0353454,464.0592818,436.1596963,405.6773832,371.9132383,334.1251936,291.5248655,243.2738839,188.479867,126.192,5.93,6.251417043,6.602416358,6.987047582,7.410122471,7.87740214,8.395842287,8.973918464,9.622063642,10.35326602,11.1839,N#N,CCO
562.02,525.2866776,487.0312491,447.2537145,405.9540737,363.1323268,318.7884737,272.9225145,225.5344491,176.6242776,126.192,3.901,4.218216825,4.57951358,4.99413337,5.474040626,6.034995084,6.698176828,7.492722939,8.459833588,9.659710213,11.1839,N#N,c1ccccc1
553.6,518.2822801,481.3149869,442.6981203,402.4316803,360.515667,316.9500803,271.7349203,224.8701869,176.3558801,126.192,3.224,3.512983782,3.847526676,4.23871638,4.701500531,5.256519603,5.933092714,6.774301313,7.846118178,9.254910956,11.1839,N#N,C1CCCCC1
540.2,510.3044687,477.8522111,442.8432271,405.2775166,365.1550798,322.4759166,277.2400271,229.4474111,179.0980687,126.192,2.33,2.479273106,2.661730804,2.888181358,3.174867402,3.547347019,4.048259728,4.754421661,5.819596754,7.602956237,11.1839,N#N,CCCCCCC
568.74,545.523567,517.6319413,485.0651229,447.8231119,405.9059082,359.3135119,308.0459229,252.1031413,191.485167,126.192,2.031,2.221226908,2.448275146,2.723935869,3.065635076,3.500256301,4.071563818,4.855919512,5.999577734,7.822375382,11.1839,N#N,CCCCCCCC
594.55,566.0342454,534.731333,500.1892946,461.9401889,419.4993892,372.364833,320.0162312,261.9142329,197.4995446,126.192,1.81,2.004604598,2.2379118,2.522277334,2.875898528,3.326723647,3.919984859,4.733989289,5.917090772,7.788529442,11.1839,N#N,CCCCCCCCC
617.7,590.0474382,558.9342488,523.8958367,484.4517797,440.105148,390.3417901,334.6295792,272.4176214,203.1354209,126.192,1.64,1.839326068,2.08021435,2.375957243,2.745990625,3.219858898,3.844690898,4.700435274,5.934204589,7.849052555,11.1839,N#N,CCCCCCCCCC
658.1,629.3787102,597.6657395,562.1381428,521.9239085,476.098246,423.679531,363.6248723,294.8252554,216.1002175,126.192,1.33,1.501328532,1.710513884,1.970410702,2.300209255,2.729827043,3.308519818,4.12333339,5.343582683,7.347302722,11.1839,N#N,CCCCCCCCCCCC
150.687,147.6877462,144.9588378,142.5002746,140.3120566,138.394184,136.7466566,135.3694746,134.2626378,133.4261462,132.86,13.40742965,12.71037167,12.15835063,11.72308346,11.38468767,11.12910695,10.94650517,10.83025322,10.77629982,10.78280872,10.85,[C-]#[O+],[Ar]
305.322,287.402446,269.6325262,252.0122407,234.5415894,217.2205722,200.0491894,183.0274407,166.1553262,149.432846,132.86,6.856886685,6.927904641,7.042834568,7.206050534,7.424139328,7.70661148,8.067042194,8.524922576,9.108749411,9.861399825,10.85,[C-]#[O+],CC
304.1282,286.1201216,268.4001577,250.9340312,233.6872791,216.6252516,199.7131108,182.9158294,166.1981893,149.5247807,132.86,10.6249063,10.14727484,9.831337179,9.642147028,9.557875338,9.56512637,9.656340106,9.828340346,10.08156688,10.41976143,10.85,[C-]#[O+],O=C=O
373.1,345.3575012,318.0607297,291.3575014,265.3926361,240.3080328,216.2427427,193.3330409,171.7124946,151.5120306,132.86,10.19,10.41755487,10.49442108,10.44565785,10.31104407,10.13852805,9.97967905,9.889468499,9.932405759,10.19943453,10.85,[C-]#[O+],S
369.89,348.725946,326.9976817,304.7052073,281.8485226,258.4276277,234.4425226,209.8932073,184.7796817,159.101946,132.86,5,5.244201845,5.523431784,5.845210771,6.219412732,6.659260231,7.182872682,7.815761314,8.595022944,9.576754763,10.85,[C-]#[O+],CCC
407.81,380.3152124,352.8203776,325.3254956,297.8305663,270.3355899,242.8405663,215.3454956,187.8503776,160.3552124,132.86,3.879756788,4.145693481,4.450876955,4.804687337,5.219752689,5.713488007,6.310600918,7.047355326,7.97922244,9.195538119,10.85,[C-]#[O+],CC(C)C
425.125,395.8985,366.672,337.4455,308.219,278.9924999,249.766,220.5395,191.313,162.0865,132.86,3.922769613,4.190243286,4.496876182,4.851947134,5.267917876,5.761925857,6.358204169,7.092177946,8.017769091,9.221281011,10.85,[C-]#[O+],CCCC
460.35,427.601,394.852,362.103,329.354,296.605,263.856,231.107,198.358,165.609,132.86,3.271,3.516646684,3.80218444,4.138188963,4.539336694,5.026605765,5.631064958,6.400770106,7.414212001,8.808942889,10.85,[C-]#[O+],CCC(C)C
469.659,435.9804231,402.3015521,368.6223872,334.9429282,301.2631752,267.5831282,233.9027872,200.2221521,166.5412231,132.86,3.25991,3.504076861,3.788049162,4.122424303,4.521927818,5.007640362,5.610840704,6.380021044,7.394617224,8.794375628,10.85,[C-]#[O+],CCCCC
507.82,470.324,432.828,395.332,357.836,320.34,282.844,245.348,207.852,170.356,132.86,2.706,2.925591886,3.183971914,3.492412837,3.867024129,4.331657763,4.92319489,5.70184946,6.7730867,8.339965422,10.85,[C-]#[O+],CCCCCC
540.2,499.4636247,458.7277773,417.9924577,377.2576659,336.523402,295.7896659,255.0564577,214.3237773,173.5916247,132.86,2.33,2.528180267,2.763307036,3.046774148,3.395197176,3.833791865,4.402765444,5.170402724,6.262758857,7.941140629,10.85,[C-]#[O+],CCCCCCC
568.74,525.1720009,481.5995572,438.0226689,394.4413359,350.8555582,307.2653359,263.6706689,220.0715572,176.4680009,132.86,2.031,2.211344369,2.426661507,2.688216458,3.012694312,3.425905654,3.970013395,4.71891997,5.815057247,7.572792336,10.85,[C-]#[O+],CCCCCCCC
594.55,548.381,502.212,456.043,409.874,363.705,317.536,271.367,225.198,179.029,132.86,1.81,1.974512367,2.171919929,2.413185058,2.714749793,3.102448657,3.619332842,4.342879257,5.427998895,7.235998526,10.85,[C-]#[O+],CCCCCCCCC
617.7,591.0980396,561.1279911,527.266615,488.9706199,445.675693,396.7954732,341.7204635,279.8168792,210.4254253,132.86,1.64,1.859398245,2.126089526,2.454758016,2.86628589,3.391194514,4.075552405,4.991612847,6.258097959,8.081706476,10.85,[C-]#[O+],CCCCCCCCCC
425.125,402.5801611,378.9466642,354.2245092,328.4136963,301.5142253,273.5260963,244.4493092,214.2838642,183.0297611,150.687,3.922769613,4.178428368,4.480576398,4.842489725,5.283073716,5.830197024,6.52671367,7.442094438,8.696883375,10.5201921,13.40742965,[Ar],CCCC
304.1282,293.979425,284.8189528,276.3560799,268.287838,260.2983399,252.0580837,243.2232114,233.4347181,222.3176093,209.48,10.6249063,10.64706412,10.66929902,10.69161138,10.7140016,10.73647007,10.75901718,10.78164332,10.80434891,10.82713433,10.85,[Kr],O=C=O
305.322,302.5087253,299.8101339,297.2262258,294.7570009,292.4024592,290.1626009,288.0374258,286.0269339,284.1311253,282.35,6.856886685,6.91924282,6.98464053,7.053220729,7.125135135,7.20054724,7.279633378,7.362583935,7.449604684,7.540918287,7.63676598,C=C,CC
304.1282,299.6458703,295.6756539,292.2175507,289.2715608,286.8376842,284.9159208,283.5062707,282.6087339,282.2233103,282.35,10.6249063,10.2861872,9.945982139,9.609924137,9.282479116,8.967073947,8.666246776,8.381801467,8.114954533,7.866468074,7.63676598,C=C,O=C=O
460.35,445.8803444,430.9173967,415.3698968,399.1458595,382.1525676,364.2965642,345.4836455,325.6188535,304.6064682,282.35,3.271,3.495940255,3.747244799,4.029546576,4.348610563,4.711699951,5.12809405,5.609836651,6.172844021,6.838591651,7.63676598,C=C,CCC(C)C
469.659,454.7768598,439.2909936,423.1083776,406.1352488,388.277098,369.4386622,349.5239169,328.4360688,306.077548,282.35,3.25991,3.484800867,3.736135435,4.018576166,4.337928778,4.701513436,5.118690361,5.60162032,6.166392275,6.834743011,7.63676598,C=C,CCCCC
507.82,489.240704,469.9124459,449.7857914,428.8111092,406.9385699,384.118145,360.2996061,335.4325238,309.4662666,282.35,2.706,2.889986477,3.101530351,3.347320189,3.636399667,3.981304198,4.399926157,4.918718771,5.578511843,6.445813927,7.63676598,C=C,CCCCCC
540.2,520.2679739,499.4543882,477.6053362,454.5650836,430.1760414,404.278738,376.7117911,347.311879,315.9137115,282.35,2.33,2.512379397,2.723537983,2.970834188,3.264367851,3.618387958,4.053667126,4.601717513,5.312761463,6.272038298,7.63676598,C=C,CCCCCCC
568.74,548.2243685,526.6932731,503.8614924,479.4377593,453.1246006,424.61817,393.6080774,359.777211,322.8015549,282.35,2.031,2.208442743,2.415419085,2.659818388,2.952606364,3.309485927,3.753764219,4.321588505,5.072199083,6.109873598,7.63676598,C=C,CCCCCCCC
594.55,572.778919,549.9083734,525.5800782,499.4265061,471.0705867,440.1253955,406.1938291,368.868269,327.7302309,282.35,1.81,1.980444491,2.18061133,2.418755674,2.706482049,3.0606328,3.506616421,4.084642949,4.862333417,5.962866135,7.63676598,C=C,CCCCCCCCC
617.7,594.6399813,570.6166485,545.1486341,517.7381398,487.8702303,455.0120889,418.6122348,378.0996985,332.8831534,282.35,1.64,1.803305487,1.996211364,2.227214513,2.50837594,2.857404518,3.301395616,3.883991683,4.680276567,5.831287301,7.63676598,C=C,CCCCCCCCCC
304.1282,298.2712354,293.9797592,291.1664495,289.7430246,289.6202303,290.7078258,292.9145705,296.1482098,300.3154612,305.322,10.6249063,10.03950167,9.51982095,9.056042587,8.64022404,8.265875395,7.927644166,7.621078892,7.34244949,7.088609101,6.856886685,CC,O=C=O
373.1,359.6762741,347.9188773,337.7577393,329.1222387,321.9411975,316.1428758,311.654966,308.4045873,306.3182801,305.322,10.19,9.663002564,9.206109669,8.804637903,8.447428417,8.12584423,7.833096153,7.56377881,7.313544586,7.078870199,6.856886685,CC,S
369.89,363.8589064,357.8158673,351.7300517,345.5705347,339.3062974,332.9062261,326.3391124,319.5736524,312.5784467,305.322,5,5.145034891,5.296614576,5.455439746,5.622317117,5.798177968,5.984100734,6.181338774,6.391354753,6.615863604,6.856886685,CC,CCC
407.81,399.0089741,389.8862205,380.4417395,370.6755308,360.5875946,350.1779308,339.4465395,328.3934205,317.0185741,305.322,3.879756788,4.067670064,4.271806451,4.494297585,4.737663417,5.004904754,5.299623584,5.626181424,5.989910498,6.397399511,6.856886685,CC,CC(C)C
425.125,414.4666665,403.5352923,392.3231131,380.8223596,369.0252566,356.924024,344.5108759,331.7780212,318.7176632,305.322,3.922769613,4.110177737,4.313234994,4.5339928,4.774880352,5.03879589,5.329225746,5.650401594,6.007510999,6.406983605,6.856886685,CC,CCCC
460.35,444.8472,429.3444,413.8415999,398.3387999,382.8359999,367.3331999,351.8303999,336.3276,320.8248,305.322,3.271,3.451386016,3.652857165,3.879339844,4.135799852,4.428610694,4.766090459,5.159304682,5.62330279,6.179088314,6.856886685,CC,CCC(C)C
469.659,456.1068787,441.9482587,427.1704688,411.7608244,395.7066277,378.9951675,361.6137192,343.5495449,324.7898934,305.322,3.25991,3.451755304,3.663566119,3.899002351,4.162702774,4.460632056,4.800586296,5.192948543,5.651851591,6.197029569,6.856886685,CC,CCCCC
508.1,484.134469,460.8716546,438.3556384,416.6303356,395.739496,375.7267047,356.6353827,338.5087879,321.3900157,305.322,4.7,4.8615652,5.032504381,5.213617249,5.405795869,5.610038346,5.827465002,6.059337609,6.307082369,6.572317519,6.856886685,CC,CC(C)=O
513.38,489.6034937,467.0640113,445.5522085,424.8548627,404.7547832,385.0307178,365.4572581,345.8047408,325.8391473,305.322,8.78517,8.553559304,8.332013218,8.119912137,7.916685863,7.721808782,7.534795601,7.355197567,7.182599097,7.016614777,6.856886685,CC,CO
507.82,491.7979067,474.836323,456.935249,438.0946845,418.3146297,397.5950845,375.936049,353.337523,329.7995067,305.322,2.706,2.845294893,3.008290263,3.200808274,3.430808488,3.709461241,4.052940946,4.485573374,5.045701174,5.797466959,6.856886685,CC,CCCCCC
540.2,523.5517001,505.3835113,485.6954336,464.4874669,441.7596114,417.5118669,391.7442336,364.4567113,335.6493001,305.322,2.33,2.505738074,2.707269151,2.940655448,3.214018158,3.538492594,3.929769416,4.410689267,5.015838839,5.800215195,6.856886685,CC,CCCCCCC
647.096,607.2094401,568.5915825,531.242427,495.1619737,460.3502226,426.8071737,394.532827,363.5271825,333.7902401,305.322,17.873728,15.70678307,13.95327074,12.50764399,11.29729907,10.27066733,9.39012267,8.627576384,7.961642013,7.375754153,6.856886685,CC,O
568.74,550.2668566,530.5344951,509.3635001,486.5721592,461.9764253,435.3898791,406.6236912,375.4865826,341.784785,305.322,2.031,2.1950328,2.386015887,2.610775963,2.878633932,3.202653791,3.601724727,4.104205937,4.754697978,5.627591054,6.856886685,CC,CCCCCCCC
594.55,565.6272,536.7044,507.7816,478.8588,449.936,421.0132,392.0904,363.1676,334.2448,305.322,1.81,1.953717472,2.12224962,2.322630564,2.564830427,2.863465632,3.24086243,3.732912509,4.40122129,5.361159637,6.856886685,CC,CCCCCCCCC
617.7,597.8302983,576.4078461,553.0824868,527.4958473,499.2810953,468.062689,433.4561162,395.0676253,352.493946,305.322,1.64,1.787974984,1.961434246,2.167614321,2.416788643,2.724047847,3.112498769,3.619403077,4.308976987,5.3021465,6.856886685,CC,CCCCCCCCCC
373.1,362.1166425,351.7166302,342.0244523,333.1630088,325.2536355,318.4161296,312.7687732,308.4283577,305.5102068,304.1282,10.19,10.33219961,10.39698289,10.40025633,10.36206777,10.304821,10.25211973,10.22855544,10.26066519,10.37939992,10.6249063,O=C=O,S
364.211,354.5282806,345.7223262,337.7706481,330.6507037,324.3398958,318.8155733,314.0550304,310.0355066,306.7341866,304.1282,5.457,5.694523507,5.995940078,6.36331905,6.799228229,7.305523809,7.881621435,8.522004521,9.212838556,9.927914861,10.6249063,O=C=O,C=CC
369.89,358.9762759,348.351071,338.2795304,329.0197409,320.822964,313.9338609,308.5907067,305.0255984,303.4646531,304.1282,5,5.280811232,5.593802582,5.945218551,6.343031755,6.797583383,7.322531306,7.936293293,8.664315709,9.542776657,10.6249063,O=C=O,CCC
367.85,362.0195538,355.6992901,349.0310373,342.154705,335.208316,328.3280383,321.648216,315.3013998,309.4183769,304.1282,4.17,4.471305629,4.811346725,5.197796037,5.640476734,6.152170932,6.749822527,7.456378482,8.303702295,9.337366274,10.6249063,O=C=O,C=C(F)C(F)(F)F
382.513,375.6825878,368.6281605,361.3497181,353.8472607,346.1207883,338.1703007,329.9957981,321.5972805,312.9747478,304.1282,4.29,4.601093723,4.950669137,5.345877232,5.795722133,6.311699192,6.908715741,7.606452149,8.431429987,9.420256364,10.6249063,O=C=O,FC=CC(F)(F)F
407.81,393.4126157,379.4112202,365.9991889,353.366312,341.6988775,331.1797513,321.9884556,314.3012448,308.2911799,304.1282,3.879756788,4.111135988,4.397447964,4.747941807,5.174945127,5.694591497,6.327735375,7.100978006,8.047551671,9.207399103,10.6249063,O=C=O,CC(C)C
425.125,407.2400285,390.2533425,374.3138805,359.5684281,346.1616564,334.23616,323.9324941,315.3892111,308.7428957,304.1282,3.922769613,4.038395978,4.240005242,4.529568928,4.916197047,5.415661672,6.050683175,6.851352646,7.854701849,9.101344719,10.6249063,O=C=O,CCCC
469.659,451.5062139,433.0540534,414.5573491,396.2654722,378.4224802,361.2672572,345.0336509,329.950604,316.2422827,304.1282,3.25991,3.512425534,3.809235515,4.161041515,4.58224704,5.092656437,5.720195853,6.505448661,7.509585456,8.829061091,10.6249063,O=C=O,CCCCC
508.1,487.1381854,466.8582234,447.057801,427.5310829,408.0686352,388.4573458,368.4803436,347.9169153,326.5424197,304.1282,4.7,4.937070752,5.209247142,5.524338385,5.892691074,6.328308058,6.850616871,7.487374808,8.279665163,9.2909802,10.6249063,O=C=O,CC(C)=O
513.38,490.8393188,468.7599399,447.1037151,425.8323737,404.9075224,384.2906447,363.9431004,343.8261251,323.9008298,304.1282,8.78517,8.570433668,8.457208472,8.431752615,8.48650301,8.61859288,8.829154773,9.123179372,9.509858495,10.00345938,10.6249063,O=C=O,CO
507.82,487.849818,467.7909698,447.6434554,427.4072747,407.0824278,386.6689147,366.1667354,345.5758898,324.896378,304.1282,2.706,3.019766582,3.387925895,3.822740908,4.339691602,4.958301177,5.703043019,6.604141343,7.697788616,9.024710022,10.6249063,O=C=O,CCCCCC
553.6,525.3155113,497.7726468,470.9714064,444.9117902,419.5937981,395.0174302,371.1826864,348.0895668,325.7380713,304.1282,3.224,3.450134458,3.750115561,4.135103072,4.620960701,5.228052271,5.980082839,6.900322584,8.002182517,9.26968961,10.6249063,O=C=O,C1CCCCC1
557,532.4916746,508.7254868,485.3741347,462.1015915,438.5628132,414.4034338,389.2594485,362.7568836,334.5114529,304.1282,4,4.311724051,4.664091339,5.064964807,5.524315571,6.054972431,6.673714341,7.402903759,8.273001047,9.326568581,10.6249063,O=C=O,COC(=O)OC
540.2,517.648804,494.5391519,470.9944708,447.1370258,423.0879342,398.9671787,374.8936207,350.9850134,327.3580148,304.1282,2.33,2.487532642,2.706559379,2.998665854,3.382561221,3.88658121,4.552957211,5.444555194,6.654779659,8.319817366,10.6249063,O=C=O,CCCCCCC
591.75,560.5521538,529.8955667,499.7802388,470.2061701,441.1733605,412.6818101,384.7315188,357.3224867,330.4547138,304.1282,3.169,3.386387452,3.649991621,3.970827069,4.364133082,4.851403609,5.463735452,6.247593036,7.275275658,8.665225824,10.6249063,O=C=O,Cc1ccccc1
568.74,546.0479323,521.6467798,495.8768984,469.0706322,441.5525489,413.6396651,385.6416651,357.8611116,330.5936489,304.1282,2.031,2.228982562,2.467218927,2.75798217,3.118991045,3.576763946,4.172789285,4.975715626,6.107734145,7.809052281,10.6249063,O=C=O,CCCCCCCC
594.55,572.4707608,548.6038783,523.040443,495.8709864,467.1854853,437.0733659,405.6235083,372.9242505,339.0633923,304.1282,1.81,2.024722851,2.282387507,2.595952902,2.98394628,3.473757416,4.107566748,4.953734184,6.130566301,7.861598874,10.6249063,O=C=O,CCCCCCCCC
617.7,594.1704214,568.2535803,540.1991973,510.2530163,478.6568826,445.6488208,411.4631092,376.3303537,340.4775593,304.1282,1.64,1.80591787,2.005208231,2.248928785,2.5536217,2.945194689,3.466641095,4.194903888,5.282626653,7.081616154,10.6249063,O=C=O,CCCCCCCCCC
658.1,637.4064788,613.4454778,586.2169971,555.7210367,521.9575966,484.9266767,444.6282771,401.0623978,354.2290388,304.1282,1.33,1.499055668,1.704972988,1.960098412,2.28277479,2.701430501,3.262524397,4.047370805,5.212057163,7.098357727,10.6249063,O=C=O,CCCCCCCCCCCC
369.89,364.2749956,359.8168857,356.5771386,354.6168556,353.9967734,354.7772673,357.0183535,360.779692,366.1205891,373.1,5,5.252595676,5.556268039,5.915213224,6.334130173,6.817653233,7.369418308,7.990564466,8.677453718,9.418464271,10.19,S,CCC
407.81,401.2182512,394.6948842,388.4828646,382.8201228,377.9396832,374.0697903,371.4340303,370.25145,370.7366708,373.1,3.879756788,4.186353905,4.529496682,4.916167514,5.355377268,5.858971735,6.44285339,7.128890594,7.948011216,8.945435757,10.19,S,CC(C)C
425.125,415.2287971,406.0352739,397.6746079,390.2754999,383.9651955,378.8695054,375.1128256,372.818157,372.1071253,373.1,3.922769613,4.15950928,4.455341892,4.818288496,5.258667145,5.788943652,6.423156502,7.175404608,8.056540385,9.067801334,10.19,S,CCCC
460.35,449.9186796,439.8665415,430.1935857,420.8998123,411.9852211,403.4498123,395.2935857,387.5165415,380.1186796,373.1,3.271,3.621865483,4.024903689,4.488855773,5.023532134,5.639497605,6.347319155,7.156079072,8.070747369,9.087965549,10.19,S,CCC(C)C
