BetaT,GammaT,BetaV,GammaV,SMILES_part1,SMILES_part2
1.01357,0.90803,1.0,1.0,CC(C)C,FC(F)CC(F)(F)F
1.016363452,0.9358,1.0,1.0,CC(C)C,CC(C)=O
1.048,0.89,1.0,1.0,CC(C)C,CO
1.018,0.965,1.0,1.0,CC(C)C,CCO
1.0,0.992,1.0,1.0,CC(C)C,c1ccccc1
1.0,1.0167,1.0,1.0,CC(C)C,C1CCCCC1
1.0,1.03,1.0,1.0,CC(C)C,CC1CCCCC1
1.0,1.16,1.0,1.0,CC(C)C,CCCCCCCCCCCC
1.0136,0.9405,1.0,1.0,O=S=O,C=C(C)C
1.012268697,1.04115,1.0,1.0,O=S=O,CCOCC
0.990197049,1.0959,1.0,1.0,O=S=O,CC(C)=O
1.038637308,1.0124,1.0,1.0,O=S=O,CO
1.015537727,1.0224,1.0,1.0,O=S=O,CCO
1.015847217,1.0,1.0,1.0266,O=S=O,c1ccccc1
1.030502885,0.9424,1.0,0.7,O=S=O,O
1.0,1.148,1.0,1.0,O=S=O,OCCO
1.0,0.9945438,1.0,1.001278,CC(F)(F)Cl,CC(F)(Cl)Cl
1.0,0.9839683,1.0,1.0129894,CC(F)(F)Cl,FC(F)(Cl)C(F)(Cl)Cl
1.0,0.997,1.0,1.0,C=C(C)C,CCCC
1.013890297,0.9602,1.0,1.0,C=C(C)C,CC(C)=O
1.026061974,0.9209,1.0,1.0,C=C(C)C,CO
1.022913257,0.9627,1.0,1.0,C=C(C)C,CCO
1.0,1.0028,1.0,1.0,C=C(C)C,c1ccccc1
1.0,1.0101,1.0,1.0,C=C(C)C,C1CCCCC1
0.992418912,1.0536,1.0,1.0,C=C(C)C,CCCCCCCC
1.06345,0.86402,1.0,1.0,C=CCC,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1.0,0.9977,1.0,1.0,C=CCC,CCCC
1.01461039,0.9565,1.0,1.0,C=CCC,CC(C)=O
1.026377912,0.9185,1.0,1.0,C=CCC,CO
1.024275325,0.9615,1.0,1.0,C=CCC,CCO
1.0,1.0044,1.0,1.0,C=CCC,c1ccccc1
1.0,1.0122,1.0,1.0,C=CCC,C1CCCCC1
0.99786,0.93067,1.0,1.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(F)(F)CC(F)(F)F
1.0,0.9962,1.0,1.0,CCCC,CC=CC
1.0,0.9953,1.0,1.0,CCCC,CC=CC
1.02,0.904,1.0,1.0,CCCC,FC(F)CC(F)(F)F
1.0029,0.99168,1.0,1.0,CCCC,FC(F)(Cl)C(F)(Cl)Cl
1.016156895,0.9452,1.0,0.8906,CCCC,CC(C)=O
1.03,0.95,1.0,1.0,CCCC,CCO
1.0,1.0,1.0,1.0,CCCC,c1ccccc1
1.0,1.0267,1.0,1.0,CCCC,C1CCCCC1
1.0,1.02,1.0,1.0,CCCC,CC1CCCCC1
1.0,1.15,1.0,1.0,CCCC,CCCCCCCCCCCC
0.93827,1.21149,1.0,1.0,CCCC,CCCCCCCCCCCCCCCC(=O)OC
0.9667,1.0,1.0,1.0,CC=CC,CC=CC
1.015228426,0.9504,1.0,1.0,CC=CC,CC(C)=O
1.022808633,0.9061,1.0,1.0,CC=CC,CO
1.026272578,0.9517,1.0,1.0,CC=CC,CCO
1.0,0.960909,1.0,1.013936,FC(F)(Cl)C(F)(F)Cl,FC(Cl)Cl
1.003552576,0.97011,1.0,1.0,FC(F)(Cl)C(F)(F)Cl,CCCCC
1.0,1.0031258,1.0,1.0013426,FC(F)(Cl)C(F)(F)Cl,FC(F)(Cl)C(F)(Cl)Cl
1.003723815,0.98179,1.0,1.0,FC(F)(Cl)C(F)(F)Cl,CCCCCC
1.048646721,0.93497,1.0,1.0,FC(F)(Cl)C(F)(F)Cl,CCO
0.998821391,0.95788,1.0,1.0,FC(F)(Cl)C(F)(F)Cl,c1ccccc1
1.00791211,0.99663,1.0,1.0,FC(F)(Cl)C(F)(F)Cl,CCCCCCC
1.014713343,0.9521,1.0,1.0,CC=CC,CC(C)=O
1.023646228,0.9065,1.0,1.0,CC=CC,CO
1.027010373,0.9489,1.0,1.0,CC=CC,CCO
0.969208254,0.91282,1.0,1.0,FC(Cl)Cl,CO
1.020543541,0.90692,1.0,1.0,FC(Cl)Cl,CCO
1.00050005,1.00236,1.0,1.0,CC(C)(C)C,CCCCC
1.011756612,0.90433,1.0,1.0,FC(F)CC(F)(F)F,CCC(C)C
1.0,0.9,1.0,1.0,FC(F)CC(F)(F)F,CCCCC
1.099959961,0.95847,1.0,1.0,FC(F)(F)C(Cl)Cl,O
1.01335,0.9238,1.0,1.0,CCC(C)C,CC(F)(F)CC(F)(F)F
1.0,0.9177,1.0,1.0,CCC(C)C,CC(C)=O
1.016,0.934,1.0,1.0,CCC(C)C,CCO
1.0,0.99,1.0,1.0,CCC(C)C,c1ccccc1
1.0,0.9961,1.0,1.0,CCC(C)C,C1CCCCC1
1.0,1.005,1.0,1.0,CCC(C)C,CC1CCCCC1
1.0,1.13,1.0,1.0,CCC(C)C,CCCCCCCCCCCC
0.973039981,0.8914,1.0,1.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCC
1.0,0.977,1.0,1.0,CC(F)(Cl)Cl,CCCCC
1.0,0.928,1.0,1.0,COC(F)(F)C(F)(F)C(F)(F)F,CCCCC
1.011122346,0.98,1.0,1.0,COC(F)(F)C(F)(F)C(F)(F)F,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
1.010090807,0.97127,1.0,1.0,CCOCC,CC(C)=O
1.004170017,0.94684,1.0,1.0,CCOCC,CO
0.997729965,0.99035,1.0,1.0,CCOCC,CCCCCC
1.008970046,0.97226,1.0,1.0,CCOCC,CCO
0.999080846,1.00226,1.0,1.0,CCOCC,c1ccccc1
0.96917,0.84219,1.0,1.0,CCOCC,O
1.0,0.894,1.0,1.0,CCCCC,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
1.005833836,0.9221,1.0,1.0,CCCCC,CC(C)=O
1.028,0.923,1.0,1.025,CCCCC,CCO
1.0,0.976,1.0,1.0,CCCCC,c1ccccc1
1.0,0.9961,1.0,1.0,CCCCC,C1CCCCC1
1.0,1.003,0.995,1.0,CCCCC,CC1CCCCC1
1.0,1.114,1.0,1.047,CCCCC,CCCCCCCCCCCC
0.9833,1.1486,1.0,1.0,CCCCC,CCCCCCCCCCCCCCCC
1.003713741,0.95086,1.0,1.0,FC(F)(Cl)C(F)(Cl)Cl,CC(C)=O
1.00060036,0.98509,1.0,1.0,FC(F)(Cl)C(F)(Cl)Cl,CCCCCC
1.011940903,0.90301,1.0,1.0,FC(F)(Cl)C(F)(Cl)Cl,CCO
0.996293787,0.97215,1.0,1.0,FC(F)(Cl)C(F)(Cl)Cl,c1ccccc1
1.004247969,0.99057,1.0,1.0,FC(F)(Cl)C(F)(Cl)Cl,CCCCCCC
1.087665869,0.9055,1.0,0.9916,C1CCCC1,CCO
1.0,0.9859,1.0,1.0,C1CCCC1,c1ccccc1
1.0,1.0014,1.0,1.0,C1CCCC1,C1CCCCC1
0.99608,1.03293,1.0,1.0,C1CCCC1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
1.0,0.97,1.0,1.007,CC(C)=O,CO
1.0,0.9194,1.0,1.0,CC(C)=O,CCCCCC
1.005,0.975,1.0,0.997,CC(C)=O,CCO
1.0,0.984,1.0,0.9826,CC(C)=O,c1ccccc1
1.0,1.00016,1.0,1.0,CC(C)=O,COC(=O)OC
1.0,0.9146,1.0,1.0198,CC(C)=O,CCCCCCC
1.004510049,0.93534,1.0,1.0,CC(C)=O,CC(C)CC(C)(C)C
0.98882,0.925278,1.008091,0.923029,CC(C)=O,O
1.0,0.919,1.0,1.0,CC(C)=O,CC1CCCCC1
1.0196,0.9277,1.0,1.0352,CC(C)=O,CCCCCCCC
1.0007,0.9752,1.0,1.0,CC(C)=O,Cc1ccc(C)cc1
1.0246,0.9409,1.0,1.0466,CC(C)=O,CCCCCCCCC
1.044,0.9779,1.0,1.0563,CC(C)=O,CCCCCCCCCC
1.044,0.98,1.0,1.075,CC(C)=O,CCCCCCCCCCC
0.9975,1.0468,1.0,0.9108,CC(C)=O,OCCO
1.044,0.995,1.0,1.0915,CC(C)=O,CCCCCCCCCCCC
1.00691,0.88008,1.0,1.0,CCCC(C)C,CO
1.000460212,0.9986,1.0,1.0,CCCC(C)C,CCCCCC
1.0146413,0.90538,1.0,1.0,CCCC(C)C,CCO
0.9936111,0.97119,1.0,1.0,CCCC(C)C,c1ccccc1
0.9990309,1.00472,1.0,1.0,CCCC(C)C,CCCCCCC
1.0,0.999,1.0,1.012,CO,CCO
0.978473581,0.901,1.0,1.0,CO,c1ccccc1
1.0,0.9369,1.0,1.0,CO,COC(=O)OC
0.995024876,0.961,1.0,1.034,CO,O
1.02619,0.90636,1.0,1.0,CO,C[Si](C)(C)O[Si](C)(C)C
1.01,0.864,0.978,1.041,CO,CC1CCCCC1
1.074113856,0.881,1.0,1.124,CO,CCCCCCCC
0.9989112,0.89432,1.0,1.0,CO,CCc1ccccc1
0.99745,0.88973,1.0,1.0,CO,Cc1cccc(C)c1
1.074113856,0.893,1.0,1.118,CO,CCCCCCCCC
1.105729892,0.95529,1.0,1.0,CO,CCCCCCCCCCC
1.109742429,0.79118,1.0,1.0,CO,CCCCCCCCCCCC
1.013,0.901,1.022,1.026,CCCCCC,CCO
1.00668,1.00427,1.0,1.0,CCCCCC,CC(C)CC(C)(C)C
0.995,1.00697,1.0,1.0,CCCCCC,C[Si](C)(C)O[Si](C)(C)C
1.0,0.998,1.0,0.998,CCCCCC,CC1CCCCC1
1.0002601,0.99383,1.0,1.0,CCCCCC,CCc1ccccc1
1.00071,0.99711,1.0,1.0,CCCCCC,Cc1ccc(C)cc1
1.01308,0.99672,1.0,1.0,CCCCCC,Cc1cccc(C)c1
1.00096,1.00154,1.0,1.0,CCCCCC,Cc1ccccc1C
0.9977,0.9414,1.0,1.0,CCO,COC(=O)OC
0.98095996,0.8981,1.0,1.0,CCO,CCCCCCC
0.99498,0.91176,1.0,1.0,CCO,C[Si](C)(C)O[Si](C)(C)C
0.9749534,0.9013,1.0,1.0,CCO,CC1CCCCC1
0.985221675,0.887,0.986193294,1.036,CCO,CCCCCCCC
0.9898638,0.90463,1.0,1.0,CCO,CCc1ccccc1
0.97813,0.9059,1.0,1.0,CCO,Cc1ccc(C)cc1
0.98697,0.90681,1.0,1.0,CCO,Cc1ccccc1C
1.02145046,0.9,1.0,1.048,CCO,CCCCCCCCC
1.004016064,0.894,1.0,1.059,CCO,CCCCCCCCCC
1.0,0.9858,1.0,1.0,c1ccccc1,COC(=O)OC
1.008609999,0.96998,1.0,1.0,c1ccccc1,CC(C)CC(C)(C)C
1.003,0.98,1.0,1.014,c1ccccc1,CC1CCCCC1
0.99807,1.01425,1.0,1.0,c1ccccc1,CCc1ccccc1
1.00112,1.00639,1.0,1.0,c1ccccc1,Cc1ccc(C)cc1
0.99896,1.00464,1.0,1.0,c1ccccc1,Cc1cccc(C)c1
1.01414,1.00329,1.0,1.0,c1ccccc1,Cc1ccccc1C
1.01222,0.98954,1.0,1.0,c1ccccc1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
1.007170044,1.02547,1.0,1.0,c1ccccc1,CCCCCCCCCCCC
1.0091,0.9299,1.0,1.0,C1CCCCC1,COC(=O)OC
1.001900003,0.99375,1.0,1.0,C1CCCCC1,CC(C)CC(C)(C)C
1.0,1.0,1.0,1.0,C1CCCCC1,CC1CCCCC1
1.0043,0.99414,1.0,1.0,C1CCCCC1,CCc1ccccc1
1.00184,0.99198,1.0,1.0,C1CCCCC1,Cc1ccc(C)cc1
1.00315,0.99328,1.0,1.0,C1CCCCC1,Cc1cccc(C)c1
1.00392,0.99006,1.0,1.0,C1CCCCC1,Cc1ccccc1C
1.0,0.9256,1.0,1.0133,COC(=O)OC,CCCCCCC
0.949487277,0.8581,1.0,1.0,COC(=O)OC,O
1.013479274,0.9247,1.0,1.0273,COC(=O)OC,CCCCCCCC
1.021346134,0.9302,1.0,1.0357,COC(=O)OC,CCCCCCCCC
1.017293998,0.9217,1.0,1.0432,COC(=O)OC,CCCCCCCCCC
0.9876,0.9898,1.0,1.0,COC(=O)OC,OCCO
1.0,0.998,1.0,1.003,CCCCCCC,CC1CCCCC1
0.9996002,0.98665,1.0,1.0,CCCCCCC,CCc1ccccc1
0.99936,0.98957,1.0,1.0,CCCCCCC,Cc1ccc(C)cc1
0.99846,0.9896,1.0,1.0,CCCCCCC,Cc1cccc(C)c1
0.99904,0.98672,1.0,1.0,CCCCCCC,Cc1ccccc1C
1.0,1.019,1.0,1.02,CCCCCCC,CCCCCCCCCCCC
1.001289962,1.00412,1.0,1.0,CC(C)CC(C)(C)C,CCCCCCCC
0.9990409,0.98599,1.0,1.0,CC(C)CC(C)(C)C,CCc1ccccc1
0.99929,0.99104,1.0,1.0,CC(C)CC(C)(C)C,Cc1ccc(C)cc1
0.99628,1.0016,1.0,1.0,CC(C)CC(C)(C)C,Cc1cccc(C)c1
0.99859,0.98905,1.0,1.0,CC(C)CC(C)(C)C,Cc1ccccc1C
1.004248,1.00379,1.0,1.0,O,[H]O[H]
1.006062027,0.9986637,1.009003235,1.066166,O,OCCO
1.0801469,0.7908,1.0,0.5514,O,CCCCCCCCCCCC
1.0,1.01,1.0,1.01,CC1CCCCC1,CCCCCCCC
1.00103998,0.99289,1.0,1.0,CC1CCCCC1,CCc1ccccc1
1.001329966,0.99463,1.0,1.0,CC1CCCCC1,Cc1ccc(C)cc1
1.00132004,0.99508,1.0,1.0,CC1CCCCC1,Cc1ccccc1C
1.0,1.02,1.0,1.02,CC1CCCCC1,CCCCCCCCC
1.0,1.035,1.0,1.03,CC1CCCCC1,CCCCCCCCCC
0.9992206,0.98584,1.0,1.0,CCCCCCCC,CCc1ccccc1
0.99788,0.98651,1.0,1.0,CCCCCCCC,Cc1ccc(C)cc1
0.9996901,0.99296,1.0,1.0,CCCCCCCC,Cc1cccc(C)c1
0.99933,0.99245,1.0,1.0,CCCCCCCC,Cc1ccccc1C
0.99884,1.025,1.0,1.0,CCCCCCCC,CCCCCCCCCCCC
0.999479971,0.99905,1.0,1.0,CCc1ccccc1,Cc1ccc(C)cc1
1.000120014,0.99939,1.0,1.0,CCc1ccccc1,Cc1cccc(C)c1
1.001530037,0.99924,1.0,1.0,CCc1ccccc1,Cc1ccccc1C
1.00375001,0.98564,1.0,1.0,CCc1ccccc1,CCCCCCCCC
0.999390372,0.99387,1.0,1.0,Cc1ccc(C)cc1,CCCCCCCCC
1.001011021,0.99262,1.0,1.0,Cc1ccc(C)cc1,CCCCCCCCCC
1.000190036,1.0018,1.0,1.0,Cc1ccc(C)cc1,CCCCCCCCCCC
1.00073,0.99997,1.0,1.0,Cc1cccc(C)c1,Cc1ccccc1C
1.002270041,0.98031,1.0,1.0,Cc1cccc(C)c1,CCCCCCCCC
0.999650122,0.99369,1.0,1.0,Cc1cccc(C)c1,CCCCCCCCCC
0.999100809,1.00198,1.0,1.0,Cc1cccc(C)c1,CCCCCCCCCCC
1.002908434,0.98501,1.0,1.0,Cc1ccccc1C,CCCCCCCCC
1.001351825,0.99471,1.0,1.0,Cc1ccccc1C,CCCCCCCCCC
1.001903617,0.99825,1.0,1.0,Cc1ccccc1C,CCCCCCCCCCC
0.998263,0.99969,1.0,1.0,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
1.0,1.0,1.0,1.0,CCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCC=CCCCCCCCC(=O)OC
1.0,1.0,1.0,1.0,CCCCCCCCCCCCCCCC(=O)OC,CCCCCC=CCC=CCCCCCCCC(=O)OC
1.0,1.0,1.0,1.0,CCCCCCCCCCCCCCCC(=O)OC,CCC=CCC=CCC=CCCCCCCCC(=O)OC
1.0,1.0,1.0,1.0,CCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCCC(=O)OC
1.0,1.0,1.0,1.0,CCCCCCCCC=CCCCCCCCC(=O)OC,CCCCCC=CCC=CCCCCCCCC(=O)OC
1.0,1.0,1.0,1.0,CCCCCCCCC=CCCCCCCCC(=O)OC,CCC=CCC=CCC=CCCCCCCCC(=O)OC
1.0,1.0,1.0,1.0,CCCCCCCCC=CCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCCC(=O)OC
1.0,1.0,1.0,1.0,CCCCCC=CCC=CCCCCCCCC(=O)OC,CCC=CCC=CCC=CCCCCCCCC(=O)OC
1.0,1.0,1.0,1.0,CCCCCC=CCC=CCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCCC(=O)OC
1.0,1.0,1.0,1.0,CCC=CCC=CCC=CCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCCC(=O)OC
1.014,1.053,1.0,1.0,N,NN
1.0,1.049,1.0,1.0,N,CNN
1.0,0.9695,1.0,1.0,NN,CNN
